product_ordered,organizationId,min_price,max_price,frequency,25_groups,35_groups,40_groups
VANNAMEI COOKED HOSO,A9KBK7FuOowtwmzRlqHn,11.2,12.2,196,14,6,0
PORK BELLY,A9KBK7FuOowtwmzRlqHn,7.0,7.8,180,14,27,15
FZ HAMACHI KAMA,mZRbrxkZpKmI082Mcc2v,26.0,28.0,506,3,6,15
SCALLOP JAPAN SASHIMI FZ SIZE,mZRbrxkZpKmI082Mcc2v,56.0,66.0,431,3,6,15
WEST ROCK LOBSTER SIZE,mZRbrxkZpKmI082Mcc2v,70.0,80.0,414,14,6,15
SALMON TROUT HEADON SUPERIOR FRESH,mZRbrxkZpKmI082Mcc2v,18.0,24.0,393,6,5,10
GFC NAMA WASABI,mZRbrxkZpKmI082Mcc2v,14.0,14.0,358,14,6,15
TOBIKO FLYING FISH ROE,mZRbrxkZpKmI082Mcc2v,17.0,26.0,346,14,7,15
RADISH WHITE,mZRbrxkZpKmI082Mcc2v,1.6,1.8,342,22,10,8
RADISH WHITE,Nq0MaGT0ku8KDsCkSKc3,1.65,2.5,539,22,10,8
OTSUKI MUKIEBI BT,mZRbrxkZpKmI082Mcc2v,15.2,15.2,341,14,6,15
WAGYU MASTER STRIPLOIN,mZRbrxkZpKmI082Mcc2v,119.8,169.8,325,14,6,15
BLACK COD GINDARA HEADLESS,mZRbrxkZpKmI082Mcc2v,33.0,43.0,318,10,21,15
GREEN CORAL,mZRbrxkZpKmI082Mcc2v,0.6,8.0,318,20,19,3
ASPARAGUS,mZRbrxkZpKmI082Mcc2v,14.5,29.0,318,14,6,15
NANATSUBOSHI RICE BAG,mZRbrxkZpKmI082Mcc2v,33.5,33.5,301,14,0,30
BEEF TBONE STEAK BRAND MIDFIELD CONDITION CHILLED COUNTRY AUSTRALIA,dbe4c2f9-e1ef-48be-a479-ad9972aa76f2,28.0,33.5,299,9,3,34
LETTUCE RED CHICORY,dbe4c2f9-e1ef-48be-a479-ad9972aa76f2,8.5,15.9,285,23,11,22
CORMAN SCULPTURE CREAM FAT,dbe4c2f9-e1ef-48be-a479-ad9972aa76f2,4.9,5.0,251,14,6,1
HARRICOT FINE BEAN,dbe4c2f9-e1ef-48be-a479-ad9972aa76f2,11.5,12.9,234,14,16,37
KNORR DEMI GLACE,dbe4c2f9-e1ef-48be-a479-ad9972aa76f2,8.0,11.76,234,14,6,15
PTO VANNAMEI SHRIMP PO,dbe4c2f9-e1ef-48be-a479-ad9972aa76f2,9.5,9.5,221,14,6,0
PASTEURIZED WHOLE EGG,e86962a1-82e3-4047-a0df-00cddc9db524,3.2,4.6,638,2,6,17
ROUND BOARD,e86962a1-82e3-4047-a0df-00cddc9db524,0.22,75.0,304,14,9,15
PASTEURIZED EGG WHITE,e86962a1-82e3-4047-a0df-00cddc9db524,6.0,15.0,242,2,10,17
BAKELS DAIRY BLEND PREMIUM,e86962a1-82e3-4047-a0df-00cddc9db524,0.45,7.3,237,14,6,15
SCS SALTED BUTTER,e86962a1-82e3-4047-a0df-00cddc9db524,3.365,285.0,182,14,6,15
EDIBLE ICING SHEET,e86962a1-82e3-4047-a0df-00cddc9db524,8.0,8.0,178,14,6,15
HUMMINGBIRD OIL,e86962a1-82e3-4047-a0df-00cddc9db524,24.297,48.6,173,7,6,15
CREMIN,e86962a1-82e3-4047-a0df-00cddc9db524,3.8,6.45,154,14,6,15
MG CREAM CHEESE,e86962a1-82e3-4047-a0df-00cddc9db524,5.3,8.6,154,13,6,39
ICING SUGAR,e86962a1-82e3-4047-a0df-00cddc9db524,52.34,54.63,153,18,15,8
NUMBER CANDLE,e86962a1-82e3-4047-a0df-00cddc9db524,20.0,22.0,149,14,6,15
FOIL PAPER CUP,e86962a1-82e3-4047-a0df-00cddc9db524,115.0,130.0,147,14,0,14
MILK UHT FULL CREAM MILCOW,e86962a1-82e3-4047-a0df-00cddc9db524,16.0,20.0,147,14,6,39
PETTINA SPONGE MIX COMPLETE,e86962a1-82e3-4047-a0df-00cddc9db524,2.32,2.75,129,14,9,15
PET CHOCOLATE SPONGE MIX COMPLETE,e86962a1-82e3-4047-a0df-00cddc9db524,3.14,3.55,124,14,9,15
CELLOPENE TAPE,e86962a1-82e3-4047-a0df-00cddc9db524,8.5,10.0,124,14,6,15
DELICE FLUIFOUR GIANDUJ BKT MY HS CODE,e86962a1-82e3-4047-a0df-00cddc9db524,5.5,7.0,120,14,6,15
FLOUR WHEAT FOR NOODLEPRIMA FLAME,e86962a1-82e3-4047-a0df-00cddc9db524,33.0,33.0,110,14,17,15
BIG TUBE,DTE3NjLMc3M5n5h6RcJ8,4.0,5.0,306,14,6,15
SOURDOUGH LONG,DTE3NjLMc3M5n5h6RcJ8,8.0,10.0,225,14,16,37
LIGUORI RIGATONI IGP,DTE3NjLMc3M5n5h6RcJ8,2.1,2.5,225,14,6,15
SORESINA GRANA PADANO GRATED,DTE3NjLMc3M5n5h6RcJ8,23.0,29.0,220,14,6,15
SORESINA PARMIGIANO REGGIANO VP,DTE3NjLMc3M5n5h6RcJ8,25.0,33.0,219,14,6,15
PRE SLICED,DTE3NjLMc3M5n5h6RcJ8,0.5,0.5,210,14,32,15
ONION LARGE WHITEYELLOW PEELED,DTE3NjLMc3M5n5h6RcJ8,2.0,2.5,210,1,2,4
FOCACCIA SLAB,DTE3NjLMc3M5n5h6RcJ8,15.0,17.0,194,14,6,15
THYME,DTE3NjLMc3M5n5h6RcJ8,2.0,2.5,189,14,6,15
THYME,bgvfuSmTFDXTyUDoN0qp,2.0,2.0,507,14,6,15
THAI FISH OTAK,m3FCjwBwqzZve4VCXjQn,0.514,0.6075,344,14,7,15
EGG BEANCURD,m3FCjwBwqzZve4VCXjQn,0.3,0.9,302,2,6,17
ONION SPRING,m3FCjwBwqzZve4VCXjQn,4.2,5.0,265,22,2,4
PARSLEY CHINESE,m3FCjwBwqzZve4VCXjQn,6.5,10.0,188,14,6,5
ONION LARGE PEELED,m3FCjwBwqzZve4VCXjQn,1.5,2.0,185,1,2,4
ONION LARGE PEELED,WILDHONEY,1.5,2.2,870,1,2,4
BEAN LONGBEAN STRING,m3FCjwBwqzZve4VCXjQn,2.4,2.6,181,14,16,26
POTATO PEEDLED,m3FCjwBwqzZve4VCXjQn,1.8,2.0,175,21,23,33
FRESH SALMON FILLET TRIM SCALE OFF,Nq0MaGT0ku8KDsCkSKc3,17.2,36.35,1054,6,5,10
FRESH SALMON FILLET TRIM SCALE OFF,okOUrWpfJfQd7TmkFSvK,20.2,36.35,1617,6,5,10
MATSU SHORT GRAIN RICE,Nq0MaGT0ku8KDsCkSKc3,30.0,31.0,785,14,6,15
FROZEN WASABI,Nq0MaGT0ku8KDsCkSKc3,18.0,18.0,666,14,6,1
LUTOSA FROZEN SHOESTRING FRIES XTRA CRISPY,Nq0MaGT0ku8KDsCkSKc3,7.0,7.7,594,8,14,19
MARUTSUNE OTOHIME UDON,Nq0MaGT0ku8KDsCkSKc3,2.5,2.5,519,14,6,15
LETTUCE RED FRIZZE,Nq0MaGT0ku8KDsCkSKc3,7.0,7.0,490,23,11,22
LETTUCE RED FRIZZE,mbqvoTlZSi1aN0wjFDGn,7.0,7.0,372,23,11,22
TOFU BOX CHINESE,Nq0MaGT0ku8KDsCkSKc3,0.8,0.9,432,14,9,5
PEPPER CHILLI,0sBibqOyTiY2TMwvultj,3.0,6.8,1068,14,21,20
PEEL BEAN SPROUT,0sBibqOyTiY2TMwvultj,3.2,5.0,649,14,13,37
PRESSED TOFU,0sBibqOyTiY2TMwvultj,0.85,0.9,634,14,6,15
FRESH DUCK,0sBibqOyTiY2TMwvultj,5.5,6.5,598,6,6,10
XIAN CAI,0sBibqOyTiY2TMwvultj,2.8,5.5,592,14,6,15
FEATHERLESS PULLET,0sBibqOyTiY2TMwvultj,6.0,12.0,510,14,6,15
PEEL GARLIC,0sBibqOyTiY2TMwvultj,2.8,3.5,495,14,13,15
HKKAI LAN,0sBibqOyTiY2TMwvultj,4.5,31.5,461,14,6,15
MARBLE GOBY,0sBibqOyTiY2TMwvultj,19.0,46.0,454,14,6,15
HK CHYE SIM,0sBibqOyTiY2TMwvultj,4.5,30.0,454,14,6,15
YOUNG GINGER,0sBibqOyTiY2TMwvultj,5.5,6.5,438,14,22,15
YELLOW CHIVES LEAF,0sBibqOyTiY2TMwvultj,11.5,12.0,430,14,12,15
SPINACH,0sBibqOyTiY2TMwvultj,3.0,22.0,423,14,6,5
SAUCE SOFT YOLK PEELED EGG,bgvfuSmTFDXTyUDoN0qp,11.0,16.0,1108,2,8,23
ONIONS PEELED_,bgvfuSmTFDXTyUDoN0qp,0.8,2.8,976,14,6,15
ROCKETS ARUGULA,bgvfuSmTFDXTyUDoN0qp,19.0,22.0,693,14,6,15
LEMONS,bgvfuSmTFDXTyUDoN0qp,0.45,0.45,546,14,6,15
CELERY,bgvfuSmTFDXTyUDoN0qp,3.0,3.0,512,14,6,15
CELERY,i20VPrPRsvyhHoVpVTQ8,2.1,2.1,168,14,6,15
GINGER PEELED,bgvfuSmTFDXTyUDoN0qp,7.0,7.0,442,1,6,15
YOWE CANOLA OIL,bgvfuSmTFDXTyUDoN0qp,6.8,9.3,430,7,6,15
KALE,bgvfuSmTFDXTyUDoN0qp,2.8,19.0,419,14,6,15
MUSHROOMS SHITAKE,bgvfuSmTFDXTyUDoN0qp,8.5,9.0,403,14,6,15
POTATOES BABY,bgvfuSmTFDXTyUDoN0qp,2.8,3.2,336,14,6,7
RADISH RED,BURNTENDS,2.95,2.95,607,14,4,20
BUTTER UNSALTEDFLECHARD,BURNTENDS,126.0,153.0,450,14,6,15
WHITE CLAM WHOLE,tFwVht0zVlzfYANIVoKb,4.0,40.0,620,22,10,11
COOKING CREAM UHTMILLAC GOLD,tFwVht0zVlzfYANIVoKb,38.0,50.5,536,14,6,39
HALAL CHICKEN WING CUT,i20VPrPRsvyhHoVpVTQ8,4.6,4.6,1363,19,29,2
HALAL CHICKEN FILLET,i20VPrPRsvyhHoVpVTQ8,5.1,5.8,1180,19,5,2
PAPER KRAFT LUNCH BOX JNM,i20VPrPRsvyhHoVpVTQ8,34.0,47.3,549,14,0,14
ROUTE WINGZONE CUT WEDGE,i20VPrPRsvyhHoVpVTQ8,34.8,36.8,549,8,6,15
HALAL CHICKEN DRUMSTICK,i20VPrPRsvyhHoVpVTQ8,5.1,5.5,541,19,29,2
IQF SHREDDED MOZZARELLA,i20VPrPRsvyhHoVpVTQ8,15.2,91.2,534,14,6,32
HALAL CUT CUBE CHICKEN BREAST BONELSS SKINLESS PART,i20VPrPRsvyhHoVpVTQ8,5.5,5.8,478,19,29,24
HALALCUT CHICKEN BREAST BONELESS SKINLESS PART,i20VPrPRsvyhHoVpVTQ8,5.5,5.8,424,19,29,24
HALALCUT CUBE CHICKEN BREAST BONELESS SKINLESS PART,i20VPrPRsvyhHoVpVTQ8,5.5,5.8,382,19,29,24
MOZZA BREADED CHEESE STICKS,i20VPrPRsvyhHoVpVTQ8,41.0,46.24,317,13,6,15
WINGZONE ALL PURPOSE BREADER CHIC TENDER,i20VPrPRsvyhHoVpVTQ8,48.68,54.8,286,14,6,15
HALAL CHICKEN LEG BONELESS,i20VPrPRsvyhHoVpVTQ8,3.0,4.0,263,19,29,24
COULIS DE TOMATO,i20VPrPRsvyhHoVpVTQ8,11.25,11.25,184,5,31,15
DASANI DWTR WRSG,i20VPrPRsvyhHoVpVTQ8,7.0,8.0,179,14,6,15
HAMBURGER BUN SLICEDUNSEEDED,i20VPrPRsvyhHoVpVTQ8,2.8,2.8,176,14,24,18
FROZ WRAP,i20VPrPRsvyhHoVpVTQ8,36.0,36.0,173,14,6,15
HE ICE LEMON TEA RCM,i20VPrPRsvyhHoVpVTQ8,5.0,6.7,159,4,12,6
LDPE THIN BAG,i20VPrPRsvyhHoVpVTQ8,1.2,2.1,157,14,0,30
SPRITE RCMS,i20VPrPRsvyhHoVpVTQ8,5.55,7.3,154,14,6,15
BAGEL,WILDHONEY,1.3,1.3,1465,14,6,15
BRAZILIAN CHEESE BREAD SET FROZEN,WILDHONEY,3.8,3.8,1229,13,6,15
APPLES GREEN,WILDHONEY,0.4,0.45,1219,20,19,3
BRIOCHE BURGER BUN,WILDHONEY,1.2,1.2,976,14,24,18
HONEY DEW,WILDHONEY,1.6,2.2,926,14,1,25
MUSHROOM SWISS BROWN,WILDHONEY,10.9,13.9,902,11,30,21
BRIOCHE LOAF,WILDHONEY,1.0,5.2,871,14,6,36
NY DELI RYE LOAF,WILDHONEY,11.2,11.2,829,14,32,36
BEEF PASTRAMI FROM US BRISKET COOKED BRAND HUBERS CONDITION CHILLED COUNTRY SINGAPORE,WILDHONEY,27.0,29.0,777,9,3,34
FRESH SALMON SCALE OFF,mbqvoTlZSi1aN0wjFDGn,11.8,26.25,1472,6,5,10
CARROT WHITE RADDISH,mbqvoTlZSi1aN0wjFDGn,1.6,1.6,615,15,10,32
CARROT RED,mbqvoTlZSi1aN0wjFDGn,1.45,1.8,613,15,4,32
MUSHROOM SHIMEIJI FRESH,mbqvoTlZSi1aN0wjFDGn,1.3,1.35,596,11,30,21
KRAFT PAPER BOWL,mbqvoTlZSi1aN0wjFDGn,0.06,0.28,507,14,0,14
FINE SUGAR FINE SUGARSIS,mbqvoTlZSi1aN0wjFDGn,1.95,2.15,462,18,15,8
LETTUCE BUTTER,mbqvoTlZSi1aN0wjFDGn,4.8,5.8,447,23,11,22
LEMON DETERGENT,mbqvoTlZSi1aN0wjFDGn,5.8,6.8,436,14,12,6
SPINACH BABY IMPORTED,mbqvoTlZSi1aN0wjFDGn,19.5,22.5,377,14,6,5
FRZ IKURA,mbqvoTlZSi1aN0wjFDGn,21.5,47.5,335,14,6,15
CABBAGE BEIJING,QBlfKe1hMKQYUV5uBDuu,1.35,2.3,278,14,28,12
MARINATE CHICKEN BONELESS LEG,7w4iCJYkZmWa1jACSKhr,3.5,6.0,500,19,29,24
ONION RING,7w4iCJYkZmWa1jACSKhr,5.2,6.5,331,22,2,4
NACHO CHEESE SAUCE,7w4iCJYkZmWa1jACSKhr,17.0,21.0,314,13,8,23
HEINZ FS CHILLI SAUCE SACHET,7w4iCJYkZmWa1jACSKhr,32.5,34.5,310,13,8,23
YOWE SWEET CORN KERNEL,7w4iCJYkZmWa1jACSKhr,0.65,5.5,305,7,14,7
FRESH MAGURO,okOUrWpfJfQd7TmkFSvK,17.0,23.5,1126,6,6,10
MAYONNAISE QP NO,okOUrWpfJfQd7TmkFSvK,5.8,7.0,784,14,6,15
DAIEI TOBIKO ORANGE,okOUrWpfJfQd7TmkFSvK,18.0,24.0,773,14,6,15
BONELESS CHICKEN LEG UP,okOUrWpfJfQd7TmkFSvK,3.8,5.3,719,19,29,24
BONELESS CHICKEN LEG UP,yoUph1C3AlRZyqM5TIte,2.25,5.1,779,19,29,24
OSAKI CRAB STICK,okOUrWpfJfQd7TmkFSvK,8.4,8.8,591,14,6,38
CALAMANSI,okOUrWpfJfQd7TmkFSvK,2.4,3.9,585,14,6,15
TAU KWA,okOUrWpfJfQd7TmkFSvK,0.7,1.2,420,14,6,15
OKOME SHORT GRAIN RICE,okOUrWpfJfQd7TmkFSvK,30.5,34.0,386,14,6,15
ALFAFA SPROUTS,okOUrWpfJfQd7TmkFSvK,2.2,2.2,309,14,6,15
REAL MAYONNAISE BEST FOOD,yJ4PvQXJD5HiEEZezEuS,12.24,58.97,1619,14,6,15
TARTAR SAUCE BESTFOOD,yJ4PvQXJD5HiEEZezEuS,11.88,59.4,1424,13,8,23
CHICKEN POWDER KNORR,yJ4PvQXJD5HiEEZezEuS,10.2083,137.48,1253,19,25,17
FINE SUGAR SIS,yJ4PvQXJD5HiEEZezEuS,1.85,35.0,818,18,15,8
POTATO FLAKE KNORR,yJ4PvQXJD5HiEEZezEuS,19.4,20.8,713,21,23,33
TOMATO PRONTO KNORR,yJ4PvQXJD5HiEEZezEuS,6.35,48.9,704,5,31,15
FINE GRAINSUGAR SIS,yJ4PvQXJD5HiEEZezEuS,3.2,32.0,696,14,6,15
POUCH TEABAG LIPTON,yJ4PvQXJD5HiEEZezEuS,7.67,153.4,686,14,6,15
CHICKEN GRAVY KNORR,yJ4PvQXJD5HiEEZezEuS,10.59,65.52,555,19,29,17
SALT FINE EAGLE,yJ4PvQXJD5HiEEZezEuS,0.65,15.0,553,14,6,15
ASPARAGUS SPEAR MILI,yJ4PvQXJD5HiEEZezEuS,2.4,57.6,550,14,6,15
PINEAPPLE SLICE IN LIGHT SYRUP ROYAL MILLER TH,yJ4PvQXJD5HiEEZezEuS,1.2,1.75,526,7,22,15
WHOLE YOUNG CORN IN BRINE ROYAL MILLER,yJ4PvQXJD5HiEEZezEuS,5.0,34.8,477,7,22,7
CORN OIL ROYAL MILLER,yJ4PvQXJD5HiEEZezEuS,9.5,13.0,440,7,22,7
LYCHEE IN SYRUP ROYAL MILLER,yJ4PvQXJD5HiEEZezEuS,2.4,28.8,392,7,22,15
DRESSINGTHOUSAND ISLAND BF,yJ4PvQXJD5HiEEZezEuS,12.22,75.6,345,14,6,25
ROYAL BAKING POWDER,yJ4PvQXJD5HiEEZezEuS,3.9,4.1,313,14,25,15
CHEDDAR CHEESE SAUCE MUYFRESCO TIN,yJ4PvQXJD5HiEEZezEuS,15.2,16.0,305,13,8,23
HONEY MUSTARD DRESSING BF,yJ4PvQXJD5HiEEZezEuS,15.48,16.11,269,14,6,25
BBQ SAUCE HICKORY KNORR,yJ4PvQXJD5HiEEZezEuS,9.45,56.7,268,13,8,23
HAM CHIN PENG,yoUph1C3AlRZyqM5TIte,0.41,0.64,2086,14,1,15
OTHER,yoUph1C3AlRZyqM5TIte,0.03,7165.8598,1144,14,6,15
CURRY PUFF,yoUph1C3AlRZyqM5TIte,0.46,18.8,1041,14,6,15
DOUGHNUT,yoUph1C3AlRZyqM5TIte,0.39,0.55,989,14,6,15
SOON KUEH,yoUph1C3AlRZyqM5TIte,0.45,0.69,911,14,6,15
CHEE CHEONG FUN,yoUph1C3AlRZyqM5TIte,0.25,3.3,905,14,6,15
YAM CAKE,yoUph1C3AlRZyqM5TIte,0.46,9.0,875,14,6,15
YU TIAO,yoUph1C3AlRZyqM5TIte,0.43,0.61,698,14,6,15
FRESH BLACK CHKN,yoUph1C3AlRZyqM5TIte,4.2,9.322,560,6,21,10
WATERMELON RED SEEDLESS,yoUph1C3AlRZyqM5TIte,0.95,1.2,492,14,4,20
FINE SUGAR,yoUph1C3AlRZyqM5TIte,1.3,29.0,466,18,15,8
PROCESSED RED BIG ONION,yoUph1C3AlRZyqM5TIte,1.3084,2.1,463,22,4,4
Long Bean,yoUph1C3AlRZyqM5TIte,1.5,4.3,461,14,16,37
MR HONSHIMEIJI,yoUph1C3AlRZyqM5TIte,0.9,38.0,453,14,6,15
ENG BEE LAKSA,f8228d4f-2422-4128-9991-f585d1feb5b9,3.6,4.7,2230,14,6,15
BLACK THICK BEAN CAKE,f8228d4f-2422-4128-9991-f585d1feb5b9,1.1,1.45,2112,14,16,37
BEANSPROUTS,f8228d4f-2422-4128-9991-f585d1feb5b9,1.1,1.1,2095,14,6,15
IPOH HOR FUN,f8228d4f-2422-4128-9991-f585d1feb5b9,3.1,4.0,2033,14,6,15
ROUND CABBAGE,f8228d4f-2422-4128-9991-f585d1feb5b9,1.2,12.0,2005,14,28,12
SIO PAH CHOY,f8228d4f-2422-4128-9991-f585d1feb5b9,1.8,4.2,1952,14,6,15
SIEW MAI,f8228d4f-2422-4128-9991-f585d1feb5b9,0.2897,0.9,1912,14,6,15
YELLOW LIME,f8228d4f-2422-4128-9991-f585d1feb5b9,0.4,0.5,1897,16,34,15
CHICKEN BAU,f8228d4f-2422-4128-9991-f585d1feb5b9,0.672,0.8,1521,19,29,17
TOW SAR BAU,f8228d4f-2422-4128-9991-f585d1feb5b9,0.261,0.35,1469,14,6,15
LOH MEI KAI,f8228d4f-2422-4128-9991-f585d1feb5b9,0.7939,0.95,1444,14,6,15
BABY CEYLON,f8228d4f-2422-4128-9991-f585d1feb5b9,3.5,5.0,1401,14,6,7
